fips,year,Pill_per_pop
5003,2008,33.901932454397695
5003,2009,34.6993777141066
5003,2010,40.7638072855464
5003,2011,45.5959209687699
5003,2012,48.364128192196596
5005,2006,34.6066508429784
5005,2007,38.0080017353161
5005,2008,43.9466268455406
5005,2009,53.266374071573296
5005,2010,61.498018749396
5005,2011,63.674476846389105
5005,2012,69.4756807693237
5007,2006,25.6642923980794
5007,2007,28.5606194516458
5007,2008,31.6151266324173
5007,2009,36.7781318623738
5007,2010,42.7492604008365
5007,2011,47.5119039914199
5007,2012,49.0860612175041
5009,2006,34.3779121366763
5009,2007,40.713022661117
5009,2008,44.772813328284705
5009,2009,50.6056520183814
5009,2010,57.004086080087205
5009,2011,65.6386149344316
5009,2012,70.93027651760642
5011,2006,19.0864323314654
5011,2007,23.779500724205498
5011,2008,29.3481061582066
5011,2009,31.5116570569065
5011,2010,34.8805636707338
5011,2011,42.5129533678756
5011,2012,44.4509122502172
5013,2006,26.4711048656245
5013,2007,33.122459798551
5013,2008,36.360347322720706
5013,2009,46.4276473849566
5013,2010,49.303671550009
5013,2011,43.806534982462594
5013,2012,41.4461194863205
5015,2006,38.747698666165704
5015,2007,50.564815161616494
5015,2008,59.2961002162404
5015,2009,65.6718275319351
5015,2010,72.37959289607359
5015,2011,74.44575428255659
5015,2012,75.0481314739578
5017,2006,42.0397890699904
5017,2007,46.0838138552749
5017,2008,48.716182572614095
5017,2009,45.215408420881204
5017,2010,72.4838869608329
5017,2011,71.6163053486231
5017,2012,76.1146355982652
5019,2006,30.4510556621881
5019,2007,36.6995116470029
5019,2008,39.5488140254383
5019,2009,43.850260582178706
5019,2010,54.690464844257704
5019,2011,59.36876788346479
5019,2012,60.141431670282
5021,2006,25.970981473709504
5021,2007,30.0765306122449
5021,2008,38.27873403664629
5021,2009,40.42318479277029
5021,2010,44.8119285758115
5021,2011,49.553792761527006
5021,2012,53.255115449596396
5023,2006,31.0035391270153
5023,2007,38.358582892933995
5023,2008,40.0234164617726
5023,2009,43.283251621066
5023,2010,49.98910166588821
5023,2011,47.774158523344205
5023,2012,50.669658400711796
5025,2006,2.14067278287462
5025,2007,2.46065647482014
5025,2008,1.8666666666666698
5027,2006,23.937054868101697
5027,2007,26.3999678029541
5027,2008,34.0492986296927
5027,2009,37.8766672155442
5027,2010,40.22055259331071
5027,2011,45.940992400536395
5027,2012,48.1086674241195
5029,2006,38.9591866236207
5029,2007,36.956935975609795
5029,2008,43.281807372176
5029,2009,49.7482904117561
5029,2010,50.367063963151104
5029,2011,57.6389151389151
5029,2012,66.6429278875631
5031,2006,42.333797715241
5031,2007,46.8690311986864
5031,2008,51.06519782245271
5031,2009,56.4615300522553
5031,2010,56.079739416472904
5031,2011,55.982700928088896
5031,2012,57.60529009709539
5033,2006,44.183269627574994
5033,2007,49.5304766650058
5033,2008,57.807099601201294
5033,2009,62.7844739530133
5033,2010,68.0506104182434
5033,2011,73.18817660101729
5033,2012,78.847413653316
5035,2006,34.027799841143796
5035,2007,37.6218327451525
5035,2008,38.3764965778418
5035,2009,36.1476273491829
5035,2010,40.8452232944566
5035,2011,40.3855939725055
5035,2012,40.4136868307717
5037,2006,20.8032388663968
5037,2007,24.915254237288103
5037,2008,29.880219780219804
5037,2009,28.7357055475773
5037,2010,29.454916225749603
5037,2011,37.0698088039128
5037,2012,36.815158459560706
5039,2006,26.046950572136396
5039,2007,28.621967252300703
5039,2008,31.091523786525002
5039,2009,35.1838324811298
5039,2010,38.248792270531396
5039,2011,45.4634146341463
5039,2012,42.0376754493967
5041,2006,23.9877433309301
5041,2007,29.9689418028544
5041,2008,32.830558276199795
5041,2009,34.9050010919415
5041,2010,40.444910493596
5041,2011,47.3962379102886
5041,2012,55.4124748490946
5043,2006,23.1061213579257
5043,2007,28.923657944429497
5043,2008,31.7028299334452
5043,2009,31.9642761645008
5043,2010,35.704734174485104
5043,2011,41.43629385372179
5043,2012,45.2269674993285
5045,2006,21.3366158746807
5045,2007,23.903651182824202
5045,2008,27.869317919927695
5045,2009,33.193800972546605
5045,2010,36.2020761245675
5045,2011,39.914729240577
5045,2012,41.7842257979425
5047,2006,31.357500964134196
5047,2007,40.049350222076
5047,2008,46.32179494212521
5047,2009,53.8232522038033
5047,2010,63.56183978873239
5047,2011,63.680123368397894
5047,2012,66.5831032578686
5049,2006,49.5824738014688
5049,2007,55.6904646268415
5049,2008,63.495396543369395
5049,2009,74.16752136752142
5049,2010,73.1224007176058
5049,2011,63.80782050239821
5049,2012,66.279977237623
5051,2006,47.6832807168596
5051,2007,53.8395618080694
5051,2008,59.0462691873353
5051,2009,63.6248636859324
5051,2010,69.9707209570784
5051,2011,79.50820526721859
5051,2012,85.014493657077
5053,2006,19.0345143905515
5053,2007,21.7045129554424
5053,2008,25.860706626029998
5053,2009,31.178750569995398
5053,2010,35.0648468029677
5053,2011,40.9804694095796
5053,2012,48.406901187542
5055,2006,51.7104450319998
5055,2007,66.4705019795689
5055,2008,75.0024221285666
5055,2009,60.653894003483494
5055,2010,64.0713490488407
5055,2011,64.9195479360215
5055,2012,67.62552103069339
5057,2006,30.7670862917629
5057,2007,35.2011519329784
5057,2008,41.4904526166902
5057,2009,42.6166969775699
5057,2010,49.8039301885963
5057,2011,54.999117309559495
5057,2012,62.273815859499706
5059,2006,22.313321756388003
5059,2007,26.0243326897735
5059,2008,29.7064483611815
5059,2009,33.3259542708959
5059,2010,36.1145970432494
5059,2011,43.7100954355581
5059,2012,45.9837629880949
5061,2006,37.0447157408076
5061,2007,40.395467836257296
5061,2008,44.779773978556904
5061,2009,47.737318459271705
5061,2010,54.5238786471186
5061,2011,61.4340635427245
5061,2012,63.41986947063089
5063,2006,43.3610907243268
5063,2007,47.323620061641904
5063,2008,52.2970523439025
5063,2009,61.566072775811
5063,2010,70.9898872034228
5063,2011,77.9878166432371
5063,2012,79.5739910313901
5065,2006,48.947949642936
5065,2007,61.3902007083825
5065,2008,83.6488560777721
5065,2009,111.98991288399799
5065,2010,118.216485772954
5065,2011,82.92647058823529
5065,2012,91.4059056853239
5067,2006,25.459319036038
5067,2007,32.540612222345
5067,2008,39.733941890237105
5067,2009,52.5736588801503
5067,2010,58.1615320566195
5067,2011,54.524458790138596
5067,2012,55.64495387195971
5069,2006,14.984307988546698
5069,2007,19.104812915672397
5069,2008,21.0511269367231
5069,2009,24.661095636026
5069,2010,28.4301502925542
5069,2011,32.275751998249504
5069,2012,35.18663126659379
5071,2006,34.048219222637805
5071,2007,38.397785654546205
5071,2008,43.334918370581704
5071,2009,48.9705403645833
5071,2010,50.489277204130296
5071,2011,59.4159319899244
5071,2012,64.0459419268999
5073,2006,30.0038075897957
5073,2007,29.3983428935628
5073,2008,30.5270304893672
5073,2009,31.3739468567725
5073,2010,27.0723853683668
5073,2011,29.8660772331296
5073,2012,35.477815699658706
5075,2006,32.4207526318851
5075,2007,36.8702996644684
5075,2008,43.7709049255441
5075,2009,49.782994323557205
5075,2010,56.597462514417494
5075,2011,59.7496538994001
5075,2012,59.60494397597321
5077,2006,14.635402548116
5077,2007,16.612769102836598
5077,2008,15.2512516224736
5077,2009,16.1098737936154
5077,2010,18.4144177794379
5077,2011,23.3551074505349
5077,2012,24.9089165867689
5079,2006,9.69612294795669
5079,2007,11.2172508253143
5079,2008,11.556856659142198
5079,2009,14.2557987348215
5079,2010,16.5141167359009
5079,2011,19.0594724559791
5079,2012,19.204489306134
5081,2006,34.850536244009994
5081,2007,40.6584267948424
5081,2008,48.86708909077029
5081,2009,50.762324897453794
5081,2010,51.470521110688495
5081,2011,57.6961793639899
5081,2012,59.721456994184294
5083,2006,30.1075410992111
5083,2007,39.4318481413129
5083,2008,46.7359795585709
5083,2009,52.988913525498894
5083,2010,49.7387068201949
5083,2011,53.0157319349391
5083,2012,58.093235504652796
5085,2006,20.8148703869238
5085,2007,25.1021295764147
5085,2008,30.5250733892201
5085,2009,37.9384775479314
5085,2010,40.770130304042794
5085,2011,42.2042298590543
5085,2012,45.1860151741512
5087,2006,17.7474267616785
5087,2007,21.607503419527102
5087,2008,24.717331455278803
5087,2009,30.7985527845975
5087,2010,38.6148191139485
5087,2011,43.5773710482529
5087,2012,49.942580068903894
5089,2006,27.859657497464
5089,2007,31.193807680857397
5089,2008,34.662861849847005
5089,2009,43.157831252638594
5089,2010,51.326062339829505
5089,2011,51.680004777830895
5089,2012,52.309119195787495
5091,2006,30.377088752958798
5091,2007,37.1863732147038
5091,2008,45.6888981810579
5091,2009,53.537036606083205
5091,2010,58.591339899646904
5091,2011,64.8899828965007
5091,2012,69.32081290708649
5093,2006,35.490283719643294
5093,2007,40.407043756670205
5093,2008,44.61487764951
5093,2009,49.157082389157296
5093,2010,52.1008223859874
5093,2011,52.844361483007205
5093,2012,57.06368026213679
5095,2006,20.6693485305621
5095,2007,23.3840830449827
5095,2008,26.017029328287602
5095,2009,23.100162677202
5095,2010,24.7715496938295
5095,2011,28.232396058639804
5095,2012,33.8109269490485
5099,2006,15.5707129915805
5099,2007,18.350059350383102
5099,2008,21.0880600308983
5099,2009,23.7634062634063
5099,2010,30.086348234779802
5099,2011,38.4853491958581
5099,2012,41.676107964012
5101,2006,7.75784753363229
5101,2007,8.93094447081158
5101,2008,10.8678618069571
5101,2009,12.766213452051499
5101,2010,19.0254944007625
5101,2011,20.232251885550102
5101,2012,22.209751387883202
5103,2006,29.4256452581032
5103,2007,35.3036146400484
5103,2008,40.7945958323792
5103,2009,49.3888376383764
5103,2010,57.2855893203514
5103,2011,65.22783793090261
5103,2012,67.39283231636671
5105,2006,19.4551777434312
5105,2007,20.3791920731707
5105,2008,23.426874820419503
5105,2009,29.172333398095997
5105,2010,31.5055103018687
5105,2011,37.2344497607655
5105,2012,47.1746854892922
5107,2006,43.9558595766649
5107,2007,52.416245883644294
5107,2008,60.506001517112104
5107,2009,59.0491773475139
5107,2010,80.7228270569338
5107,2011,72.704602131036
5107,2012,70.10717915550221
5109,2006,55.30545196235129
5109,2007,63.5963674836889
5109,2008,64.60338562439071
5109,2009,76.60224844374251
5109,2010,73.6611731348573
5109,2011,86.45907158043941
5109,2012,103.462392327502
5111,2006,45.0056215868937
5111,2007,51.0700036271309
5111,2008,55.6246188869466
5111,2009,57.8202292378846
5111,2010,65.74221754442779
5111,2011,67.0363902201283
5111,2012,67.7650371337632
5113,2006,48.322397414552896
5113,2007,49.9573048044364
5113,2008,54.092113007651605
5113,2009,54.5719960278054
5113,2010,60.958028306491
5113,2011,68.254726174235
5113,2012,64.20550280009739
5115,2006,29.1394174361067
5115,2007,31.1956249059254
5115,2008,35.8356463124504
5115,2009,38.889812255143106
5115,2010,43.4043996030433
5115,2011,47.9348003792957
5115,2012,49.749567522998106
5117,2006,13.488708421403901
5117,2007,17.782370684839698
5117,2008,19.9727458550988
5117,2009,30.361212397447602
5117,2010,33.0218350492137
5117,2011,28.692974452554697
5117,2012,26.5042152673519
5119,2006,29.2846868130242
5119,2007,33.416421399935196
5119,2008,38.104852522924205
5119,2009,43.54342002247561
5119,2010,46.770779186336405
5119,2011,52.711251352041295
5119,2012,53.6949828411864
5121,2006,24.5746494363486
5121,2007,24.661016949152497
5121,2008,27.696436476317
5121,2009,29.698748477129303
5121,2010,33.3370269821043
5121,2011,37.6297529836248
5121,2012,38.9150733659404
5123,2006,17.0901179112858
5123,2007,19.5837148693386
